23:37:02.023: Dealer 1: Auto 1 (Body: 1, Motor: 4, Accessory: 2)
02:06:32.657: Dealer 2: Auto 222 (Body: 716, Motor: 718, Accessory: 561)
02:06:33.648: Dealer 3: Auto 223 (Body: 719, Motor: 720, Accessory: 565)
02:06:33.672: Dealer 3: Auto 223 (Body: 719, Motor: 720, Accessory: 565)
02:06:34.648: Dealer 1: Auto 224 (Body: 722, Motor: 723, Accessory: 574)
02:06:34.673: Dealer 1: Auto 224 (Body: 722, Motor: 723, Accessory: 574)
02:06:35.653: Dealer 2: Auto 225 (Body: 725, Motor: 727, Accessory: 566)
02:06:35.664: Dealer 2: Auto 225 (Body: 725, Motor: 727, Accessory: 566)
02:06:36.655: Dealer 3: Auto 226 (Body: 728, Motor: 730, Accessory: 580)
02:06:36.662: Dealer 3: Auto 226 (Body: 728, Motor: 730, Accessory: 580)
02:06:37.658: Dealer 1: Auto 227 (Body: 731, Motor: 733, Accessory: 571)
02:06:37.667: Dealer 1: Auto 227 (Body: 731, Motor: 733, Accessory: 571)
02:06:38.663: Dealer 2: Auto 228 (Body: 734, Motor: 736, Accessory: 577)
02:06:38.666: Dealer 2: Auto 228 (Body: 734, Motor: 736, Accessory: 577)
02:06:39.664: Dealer 3: Auto 229 (Body: 737, Motor: 738, Accessory: 583)
02:06:39.694: Dealer 3: Auto 229 (Body: 737, Motor: 738, Accessory: 583)
02:06:40.670: Dealer 1: Auto 230 (Body: 740, Motor: 741, Accessory: 585)
02:06:40.686: Dealer 1: Auto 230 (Body: 740, Motor: 741, Accessory: 585)
02:06:41.671: Dealer 2: Auto 231 (Body: 743, Motor: 745, Accessory: 588)
02:06:41.677: Dealer 2: Auto 231 (Body: 743, Motor: 745, Accessory: 588)
02:06:42.673: Dealer 3: Auto 232 (Body: 746, Motor: 747, Accessory: 591)
02:06:42.690: Dealer 3: Auto 232 (Body: 746, Motor: 747, Accessory: 591)
02:06:43.678: Dealer 1: Auto 233 (Body: 749, Motor: 751, Accessory: 594)
02:06:43.683: Dealer 1: Auto 233 (Body: 749, Motor: 751, Accessory: 594)
02:06:44.679: Dealer 2: Auto 234 (Body: 752, Motor: 754, Accessory: 597)
02:06:44.685: Dealer 2: Auto 234 (Body: 752, Motor: 754, Accessory: 597)
02:06:45.684: Dealer 3: Auto 235 (Body: 755, Motor: 757, Accessory: 601)
02:06:45.692: Dealer 3: Auto 235 (Body: 755, Motor: 757, Accessory: 601)
02:06:46.689: Dealer 1: Auto 236 (Body: 758, Motor: 760, Accessory: 604)
02:06:46.693: Dealer 1: Auto 236 (Body: 758, Motor: 760, Accessory: 604)
02:06:47.695: Dealer 2: Auto 237 (Body: 761, Motor: 763, Accessory: 613)
02:06:47.700: Dealer 2: Auto 237 (Body: 761, Motor: 763, Accessory: 613)
02:06:48.696: Dealer 3: Auto 238 (Body: 764, Motor: 765, Accessory: 607)
02:06:48.701: Dealer 3: Auto 238 (Body: 764, Motor: 765, Accessory: 607)
02:06:49.701: Dealer 1: Auto 239 (Body: 767, Motor: 769, Accessory: 610)
02:06:49.705: Dealer 1: Auto 239 (Body: 767, Motor: 769, Accessory: 610)
02:06:50.706: Dealer 2: Auto 240 (Body: 770, Motor: 772, Accessory: 615)
02:06:50.717: Dealer 2: Auto 240 (Body: 770, Motor: 772, Accessory: 615)
02:06:51.710: Dealer 3: Auto 241 (Body: 773, Motor: 774, Accessory: 619)
02:06:51.723: Dealer 3: Auto 241 (Body: 773, Motor: 774, Accessory: 619)
02:06:52.713: Dealer 1: Auto 242 (Body: 776, Motor: 777, Accessory: 621)
02:06:52.720: Dealer 1: Auto 242 (Body: 776, Motor: 777, Accessory: 621)
02:06:53.715: Dealer 2: Auto 243 (Body: 779, Motor: 780, Accessory: 624)
02:06:53.726: Dealer 2: Auto 243 (Body: 779, Motor: 780, Accessory: 624)
02:06:54.720: Dealer 3: Auto 244 (Body: 782, Motor: 784, Accessory: 627)
02:06:54.729: Dealer 3: Auto 244 (Body: 782, Motor: 784, Accessory: 627)
02:06:55.723: Dealer 1: Auto 245 (Body: 785, Motor: 787, Accessory: 631)
02:06:55.728: Dealer 1: Auto 245 (Body: 785, Motor: 787, Accessory: 631)
02:06:56.729: Dealer 2: Auto 246 (Body: 788, Motor: 790, Accessory: 633)
02:06:56.743: Dealer 2: Auto 246 (Body: 788, Motor: 790, Accessory: 633)
02:06:57.736: Dealer 3: Auto 247 (Body: 791, Motor: 792, Accessory: 636)
02:06:57.744: Dealer 3: Auto 247 (Body: 791, Motor: 792, Accessory: 636)
02:06:58.736: Dealer 1: Auto 248 (Body: 794, Motor: 795, Accessory: 639)
02:06:58.753: Dealer 1: Auto 248 (Body: 794, Motor: 795, Accessory: 639)
02:06:59.739: Dealer 2: Auto 249 (Body: 797, Motor: 798, Accessory: 642)
02:06:59.744: Dealer 2: Auto 249 (Body: 797, Motor: 798, Accessory: 642)
02:07:00.739: Dealer 3: Auto 250 (Body: 800, Motor: 802, Accessory: 645)
02:07:00.743: Dealer 3: Auto 250 (Body: 800, Motor: 802, Accessory: 645)
02:07:01.742: Dealer 1: Auto 251 (Body: 803, Motor: 805, Accessory: 655)
02:07:01.746: Dealer 1: Auto 251 (Body: 803, Motor: 805, Accessory: 655)
02:07:02.746: Dealer 2: Auto 252 (Body: 806, Motor: 808, Accessory: 649)
02:07:02.754: Dealer 2: Auto 252 (Body: 806, Motor: 808, Accessory: 649)
02:07:03.751: Dealer 3: Auto 253 (Body: 809, Motor: 810, Accessory: 652)
02:07:03.763: Dealer 3: Auto 253 (Body: 809, Motor: 810, Accessory: 652)
02:07:04.756: Dealer 1: Auto 254 (Body: 812, Motor: 813, Accessory: 657)
02:07:04.759: Dealer 1: Auto 254 (Body: 812, Motor: 813, Accessory: 657)
02:07:05.761: Dealer 2: Auto 255 (Body: 815, Motor: 817, Accessory: 661)
02:07:05.776: Dealer 2: Auto 255 (Body: 815, Motor: 817, Accessory: 661)
02:07:06.764: Dealer 3: Auto 256 (Body: 818, Motor: 820, Accessory: 664)
02:07:06.773: Dealer 3: Auto 256 (Body: 818, Motor: 820, Accessory: 664)
02:07:07.770: Dealer 1: Auto 257 (Body: 821, Motor: 823, Accessory: 667)
02:07:07.787: Dealer 1: Auto 257 (Body: 821, Motor: 823, Accessory: 667)
02:07:08.771: Dealer 2: Auto 258 (Body: 824, Motor: 826, Accessory: 669)
02:07:08.779: Dealer 2: Auto 258 (Body: 824, Motor: 826, Accessory: 669)
02:07:09.781: Dealer 3: Auto 259 (Body: 827, Motor: 829, Accessory: 673)
02:07:09.793: Dealer 3: Auto 259 (Body: 827, Motor: 829, Accessory: 673)
02:07:10.775: Dealer 1: Auto 260 (Body: 830, Motor: 831, Accessory: 676)
02:07:10.776: Dealer 1: Auto 260 (Body: 830, Motor: 831, Accessory: 676)
02:07:11.781: Dealer 2: Auto 261 (Body: 833, Motor: 834, Accessory: 679)
02:07:11.791: Dealer 2: Auto 261 (Body: 833, Motor: 834, Accessory: 679)
02:07:12.780: Dealer 3: Auto 262 (Body: 836, Motor: 837, Accessory: 682)
02:07:12.783: Dealer 3: Auto 262 (Body: 836, Motor: 837, Accessory: 682)
02:07:13.780: Dealer 1: Auto 263 (Body: 839, Motor: 840, Accessory: 684)
02:07:13.782: Dealer 1: Auto 263 (Body: 839, Motor: 840, Accessory: 684)
02:07:14.785: Dealer 2: Auto 264 (Body: 842, Motor: 844, Accessory: 687)
02:07:14.798: Dealer 2: Auto 264 (Body: 842, Motor: 844, Accessory: 687)
02:07:15.790: Dealer 3: Auto 265 (Body: 845, Motor: 847, Accessory: 697)
02:07:15.792: Dealer 3: Auto 265 (Body: 845, Motor: 847, Accessory: 697)
02:07:16.792: Dealer 1: Auto 266 (Body: 848, Motor: 850, Accessory: 691)
02:07:16.793: Dealer 1: Auto 266 (Body: 848, Motor: 850, Accessory: 691)
02:07:17.792: Dealer 2: Auto 267 (Body: 851, Motor: 852, Accessory: 694)
02:07:17.795: Dealer 2: Auto 267 (Body: 851, Motor: 852, Accessory: 694)
02:07:18.797: Dealer 3: Auto 268 (Body: 854, Motor: 856, Accessory: 699)
02:07:18.802: Dealer 3: Auto 268 (Body: 854, Motor: 856, Accessory: 699)
02:07:19.802: Dealer 1: Auto 269 (Body: 857, Motor: 859, Accessory: 702)
02:07:19.806: Dealer 1: Auto 269 (Body: 857, Motor: 859, Accessory: 702)
02:07:20.807: Dealer 2: Auto 270 (Body: 860, Motor: 861, Accessory: 705)
02:07:20.818: Dealer 2: Auto 270 (Body: 860, Motor: 861, Accessory: 705)
02:07:21.810: Dealer 3: Auto 271 (Body: 863, Motor: 864, Accessory: 709)
02:07:21.818: Dealer 3: Auto 271 (Body: 863, Motor: 864, Accessory: 709)
02:07:22.813: Dealer 1: Auto 272 (Body: 866, Motor: 867, Accessory: 712)
02:07:22.815: Dealer 1: Auto 272 (Body: 866, Motor: 867, Accessory: 712)
02:07:23.814: Dealer 2: Auto 273 (Body: 869, Motor: 870, Accessory: 721)
02:07:23.817: Dealer 2: Auto 273 (Body: 869, Motor: 870, Accessory: 721)
02:07:24.820: Dealer 3: Auto 274 (Body: 872, Motor: 873, Accessory: 715)
02:07:24.846: Dealer 3: Auto 274 (Body: 872, Motor: 873, Accessory: 715)
02:07:25.838: Dealer 1: Auto 275 (Body: 875, Motor: 876, Accessory: 717)
02:07:25.880: Dealer 1: Auto 275 (Body: 875, Motor: 876, Accessory: 717)
02:07:26.835: Dealer 2: Auto 276 (Body: 878, Motor: 879, Accessory: 724)
02:07:26.840: Dealer 2: Auto 276 (Body: 878, Motor: 879, Accessory: 724)
02:07:27.840: Dealer 3: Auto 277 (Body: 881, Motor: 882, Accessory: 726)
02:07:27.842: Dealer 3: Auto 277 (Body: 881, Motor: 882, Accessory: 726)
02:07:28.846: Dealer 1: Auto 278 (Body: 884, Motor: 886, Accessory: 729)
02:07:28.858: Dealer 1: Auto 278 (Body: 884, Motor: 886, Accessory: 729)
02:10:46.946: Dealer 1: Auto 1 (Body: 1, Motor: 3, Accessory: 2)
02:10:47.008: Dealer 1: Auto 1 (Body: 1, Motor: 3, Accessory: 2)
02:10:47.945: Dealer 2: Auto 2 (Body: 9, Motor: 8, Accessory: 4)
02:10:47.948: Dealer 2: Auto 2 (Body: 9, Motor: 8, Accessory: 4)
02:10:48.950: Dealer 3: Auto 3 (Body: 15, Motor: 11, Accessory: 5)
02:10:48.955: Dealer 3: Auto 3 (Body: 15, Motor: 11, Accessory: 5)
02:10:49.951: Dealer 1: Auto 4 (Body: 18, Motor: 17, Accessory: 6)
02:10:49.955: Dealer 1: Auto 4 (Body: 18, Motor: 17, Accessory: 6)
02:10:50.956: Dealer 2: Auto 5 (Body: 23, Motor: 22, Accessory: 7)
02:10:50.959: Dealer 2: Auto 5 (Body: 23, Motor: 22, Accessory: 7)
02:10:51.956: Dealer 3: Auto 6 (Body: 29, Motor: 28, Accessory: 10)
02:10:52.000: Dealer 3: Auto 6 (Body: 29, Motor: 28, Accessory: 10)
02:10:52.961: Dealer 1: Auto 7 (Body: 33, Motor: 34, Accessory: 12)
02:10:52.970: Dealer 1: Auto 7 (Body: 33, Motor: 34, Accessory: 12)
02:10:53.965: Dealer 2: Auto 8 (Body: 40, Motor: 36, Accessory: 13)
02:10:53.968: Dealer 2: Auto 8 (Body: 40, Motor: 36, Accessory: 13)
02:10:54.969: Dealer 3: Auto 9 (Body: 44, Motor: 42, Accessory: 14)
02:10:54.972: Dealer 3: Auto 9 (Body: 44, Motor: 42, Accessory: 14)
02:10:55.973: Dealer 1: Auto 10 (Body: 47, Motor: 48, Accessory: 16)
02:10:55.977: Dealer 1: Auto 10 (Body: 47, Motor: 48, Accessory: 16)
02:10:56.975: Dealer 2: Auto 11 (Body: 53, Motor: 52, Accessory: 19)
02:10:57.017: Dealer 2: Auto 11 (Body: 53, Motor: 52, Accessory: 19)
02:10:57.981: Dealer 3: Auto 12 (Body: 59, Motor: 58, Accessory: 20)
02:10:57.993: Dealer 3: Auto 12 (Body: 59, Motor: 58, Accessory: 20)
02:10:58.985: Dealer 1: Auto 13 (Body: 64, Motor: 62, Accessory: 21)
02:10:58.997: Dealer 1: Auto 13 (Body: 64, Motor: 62, Accessory: 21)
02:10:59.987: Dealer 2: Auto 14 (Body: 67, Motor: 66, Accessory: 24)
02:10:59.994: Dealer 2: Auto 14 (Body: 67, Motor: 66, Accessory: 24)
02:11:00.988: Dealer 3: Auto 15 (Body: 73, Motor: 72, Accessory: 25)
02:11:00.997: Dealer 3: Auto 15 (Body: 73, Motor: 72, Accessory: 25)
02:11:01.992: Dealer 1: Auto 16 (Body: 76, Motor: 77, Accessory: 26)
02:11:02.001: Dealer 1: Auto 16 (Body: 76, Motor: 77, Accessory: 26)
02:11:02.997: Dealer 2: Auto 17 (Body: 82, Motor: 81, Accessory: 27)
02:11:03.016: Dealer 2: Auto 17 (Body: 82, Motor: 81, Accessory: 27)
02:11:04.001: Dealer 3: Auto 18 (Body: 87, Motor: 86, Accessory: 30)
02:11:04.016: Dealer 3: Auto 18 (Body: 87, Motor: 86, Accessory: 30)
02:11:05.004: Dealer 1: Auto 19 (Body: 92, Motor: 91, Accessory: 31)
02:11:05.035: Dealer 1: Auto 19 (Body: 92, Motor: 91, Accessory: 31)
02:11:06.009: Dealer 2: Auto 20 (Body: 97, Motor: 96, Accessory: 32)
02:11:06.016: Dealer 2: Auto 20 (Body: 97, Motor: 96, Accessory: 32)
02:11:07.013: Dealer 3: Auto 21 (Body: 103, Motor: 101, Accessory: 35)
02:11:07.019: Dealer 3: Auto 21 (Body: 103, Motor: 101, Accessory: 35)
02:11:08.018: Dealer 1: Auto 22 (Body: 107, Motor: 108, Accessory: 37)
02:11:08.021: Dealer 1: Auto 22 (Body: 107, Motor: 108, Accessory: 37)
02:11:09.022: Dealer 2: Auto 23 (Body: 111, Motor: 113, Accessory: 38)
02:11:09.026: Dealer 2: Auto 23 (Body: 111, Motor: 113, Accessory: 38)
02:11:10.025: Dealer 3: Auto 24 (Body: 118, Motor: 116, Accessory: 39)
02:11:10.034: Dealer 3: Auto 24 (Body: 118, Motor: 116, Accessory: 39)
02:11:11.028: Dealer 1: Auto 25 (Body: 124, Motor: 123, Accessory: 41)
02:11:11.044: Dealer 1: Auto 25 (Body: 124, Motor: 123, Accessory: 41)
02:11:12.033: Dealer 2: Auto 26 (Body: 129, Motor: 128, Accessory: 43)
02:11:12.040: Dealer 2: Auto 26 (Body: 129, Motor: 128, Accessory: 43)
02:11:13.035: Dealer 3: Auto 27 (Body: 132, Motor: 131, Accessory: 45)
02:11:13.047: Dealer 3: Auto 27 (Body: 132, Motor: 131, Accessory: 45)
02:11:14.037: Dealer 1: Auto 28 (Body: 135, Motor: 134, Accessory: 46)
02:11:14.044: Dealer 1: Auto 28 (Body: 135, Motor: 134, Accessory: 46)
02:11:15.041: Dealer 2: Auto 29 (Body: 139, Motor: 138, Accessory: 49)
02:11:15.047: Dealer 2: Auto 29 (Body: 139, Motor: 138, Accessory: 49)
02:11:16.046: Dealer 3: Auto 30 (Body: 141, Motor: 140, Accessory: 50)
02:11:16.050: Dealer 3: Auto 30 (Body: 141, Motor: 140, Accessory: 50)
02:11:17.051: Dealer 1: Auto 31 (Body: 143, Motor: 144, Accessory: 51)
02:11:17.053: Dealer 1: Auto 31 (Body: 143, Motor: 144, Accessory: 51)
02:11:18.056: Dealer 1: Auto 32 (Body: 146, Motor: 147, Accessory: 54)
02:11:18.058: Dealer 1: Auto 32 (Body: 146, Motor: 147, Accessory: 54)
02:11:19.060: Dealer 2: Auto 33 (Body: 149, Motor: 150, Accessory: 55)
02:11:19.064: Dealer 2: Auto 33 (Body: 149, Motor: 150, Accessory: 55)
02:11:20.066: Dealer 3: Auto 34 (Body: 154, Motor: 152, Accessory: 56)
02:11:20.068: Dealer 3: Auto 34 (Body: 154, Motor: 152, Accessory: 56)
02:11:21.993: Dealer 1: Auto 35 (Body: 157, Motor: 156, Accessory: 57)
02:11:21.998: Dealer 1: Auto 35 (Body: 157, Motor: 156, Accessory: 57)
02:11:22.098: Dealer 2: Auto 36 (Body: 159, Motor: 158, Accessory: 60)
02:11:22.103: Dealer 2: Auto 36 (Body: 159, Motor: 158, Accessory: 60)
02:11:23.081: Dealer 3: Auto 37 (Body: 160, Motor: 170, Accessory: 63)
02:11:23.091: Dealer 3: Auto 37 (Body: 160, Motor: 170, Accessory: 63)
02:11:24.084: Dealer 1: Auto 38 (Body: 161, Motor: 183, Accessory: 61)
02:11:24.092: Dealer 1: Auto 38 (Body: 161, Motor: 183, Accessory: 61)
02:11:24.189: Dealer 2: Auto 39 (Body: 162, Motor: 185, Accessory: 65)
02:11:24.192: Dealer 2: Auto 39 (Body: 162, Motor: 185, Accessory: 65)
02:11:24.293: Dealer 3: Auto 40 (Body: 163, Motor: 187, Accessory: 68)
02:11:24.294: Dealer 3: Auto 40 (Body: 163, Motor: 187, Accessory: 68)
02:11:25.095: Dealer 1: Auto 41 (Body: 164, Motor: 189, Accessory: 69)
02:11:25.097: Dealer 1: Auto 41 (Body: 164, Motor: 189, Accessory: 69)
02:11:25.197: Dealer 2: Auto 42 (Body: 165, Motor: 191, Accessory: 70)
02:11:25.199: Dealer 2: Auto 42 (Body: 165, Motor: 191, Accessory: 70)
02:11:25.297: Dealer 3: Auto 43 (Body: 166, Motor: 193, Accessory: 71)
02:11:25.299: Dealer 3: Auto 43 (Body: 166, Motor: 193, Accessory: 71)
02:11:26.102: Dealer 1: Auto 44 (Body: 167, Motor: 195, Accessory: 74)
02:11:26.105: Dealer 1: Auto 44 (Body: 167, Motor: 195, Accessory: 74)
02:11:26.201: Dealer 2: Auto 45 (Body: 169, Motor: 197, Accessory: 75)
02:11:26.210: Dealer 2: Auto 45 (Body: 169, Motor: 197, Accessory: 75)
02:11:26.301: Dealer 3: Auto 46 (Body: 172, Motor: 199, Accessory: 78)
02:11:26.304: Dealer 3: Auto 46 (Body: 172, Motor: 199, Accessory: 78)
02:11:27.111: Dealer 1: Auto 47 (Body: 174, Motor: 201, Accessory: 79)
02:11:27.112: Dealer 1: Auto 47 (Body: 174, Motor: 201, Accessory: 79)
02:11:27.216: Dealer 2: Auto 48 (Body: 173, Motor: 204, Accessory: 80)
02:11:27.219: Dealer 2: Auto 48 (Body: 173, Motor: 204, Accessory: 80)
02:11:27.304: Dealer 3: Auto 49 (Body: 175, Motor: 207, Accessory: 83)
02:11:27.307: Dealer 3: Auto 49 (Body: 175, Motor: 207, Accessory: 83)
02:11:28.117: Dealer 1: Auto 50 (Body: 176, Motor: 210, Accessory: 84)
02:11:28.120: Dealer 1: Auto 50 (Body: 176, Motor: 210, Accessory: 84)
02:11:28.224: Dealer 2: Auto 51 (Body: 177, Motor: 212, Accessory: 85)
02:11:28.225: Dealer 2: Auto 51 (Body: 177, Motor: 212, Accessory: 85)
02:11:28.312: Dealer 3: Auto 52 (Body: 178, Motor: 214, Accessory: 88)
02:11:28.313: Dealer 3: Auto 52 (Body: 178, Motor: 214, Accessory: 88)
02:11:29.125: Dealer 1: Auto 53 (Body: 179, Motor: 215, Accessory: 89)
02:11:29.128: Dealer 1: Auto 53 (Body: 179, Motor: 215, Accessory: 89)
02:11:29.228: Dealer 2: Auto 54 (Body: 180, Motor: 218, Accessory: 90)
02:11:29.232: Dealer 2: Auto 54 (Body: 180, Motor: 218, Accessory: 90)
02:11:29.317: Dealer 3: Auto 55 (Body: 181, Motor: 220, Accessory: 93)
02:11:29.319: Dealer 3: Auto 55 (Body: 181, Motor: 220, Accessory: 93)
02:11:30.133: Dealer 1: Auto 56 (Body: 184, Motor: 221, Accessory: 94)
02:11:30.136: Dealer 1: Auto 56 (Body: 184, Motor: 221, Accessory: 94)
02:11:30.237: Dealer 2: Auto 57 (Body: 186, Motor: 224, Accessory: 95)
02:11:30.239: Dealer 2: Auto 57 (Body: 186, Motor: 224, Accessory: 95)
02:11:30.324: Dealer 3: Auto 58 (Body: 188, Motor: 226, Accessory: 98)
02:11:30.325: Dealer 3: Auto 58 (Body: 188, Motor: 226, Accessory: 98)
02:11:30.965: Dealer 1: Auto 59 (Body: 194, Motor: 230, Accessory: 99)
02:11:30.966: Dealer 1: Auto 59 (Body: 194, Motor: 230, Accessory: 99)
02:11:31.014: Dealer 2: Auto 60 (Body: 200, Motor: 232, Accessory: 100)
02:11:31.015: Dealer 2: Auto 60 (Body: 200, Motor: 232, Accessory: 100)
02:11:31.101: Dealer 3: Auto 61 (Body: 190, Motor: 234, Accessory: 102)
02:11:31.103: Dealer 3: Auto 61 (Body: 190, Motor: 234, Accessory: 102)
02:11:31.741: Dealer 1: Auto 62 (Body: 192, Motor: 236, Accessory: 104)
02:11:31.743: Dealer 1: Auto 62 (Body: 192, Motor: 236, Accessory: 104)
02:11:31.791: Dealer 2: Auto 63 (Body: 196, Motor: 238, Accessory: 105)
02:11:31.792: Dealer 2: Auto 63 (Body: 196, Motor: 238, Accessory: 105)
02:11:31.878: Dealer 3: Auto 64 (Body: 211, Motor: 240, Accessory: 106)
02:11:31.880: Dealer 3: Auto 64 (Body: 211, Motor: 240, Accessory: 106)
02:11:32.518: Dealer 1: Auto 65 (Body: 198, Motor: 243, Accessory: 109)
02:11:32.527: Dealer 1: Auto 65 (Body: 198, Motor: 243, Accessory: 109)
02:11:32.563: Dealer 2: Auto 66 (Body: 203, Motor: 244, Accessory: 110)
02:11:32.569: Dealer 2: Auto 66 (Body: 203, Motor: 244, Accessory: 110)
02:11:32.651: Dealer 3: Auto 67 (Body: 206, Motor: 248, Accessory: 112)
02:11:32.653: Dealer 3: Auto 67 (Body: 206, Motor: 248, Accessory: 112)
02:11:32.991: Dealer 1: Auto 68 (Body: 209, Motor: 251, Accessory: 114)
02:11:32.995: Dealer 1: Auto 68 (Body: 209, Motor: 251, Accessory: 114)
02:11:33.032: Dealer 2: Auto 69 (Body: 213, Motor: 254, Accessory: 115)
02:11:33.034: Dealer 2: Auto 69 (Body: 213, Motor: 254, Accessory: 115)
02:11:33.116: Dealer 3: Auto 70 (Body: 216, Motor: 255, Accessory: 117)
02:11:33.119: Dealer 3: Auto 70 (Body: 216, Motor: 255, Accessory: 117)
02:11:33.456: Dealer 1: Auto 71 (Body: 217, Motor: 257, Accessory: 119)
02:11:33.459: Dealer 1: Auto 71 (Body: 217, Motor: 257, Accessory: 119)
02:11:33.495: Dealer 2: Auto 72 (Body: 219, Motor: 259, Accessory: 120)
02:11:33.499: Dealer 2: Auto 72 (Body: 219, Motor: 259, Accessory: 120)
02:11:33.579: Dealer 3: Auto 73 (Body: 222, Motor: 261, Accessory: 121)
02:11:33.580: Dealer 3: Auto 73 (Body: 222, Motor: 261, Accessory: 121)
02:11:33.922: Dealer 1: Auto 74 (Body: 223, Motor: 263, Accessory: 122)
02:11:33.923: Dealer 1: Auto 74 (Body: 223, Motor: 263, Accessory: 122)
02:11:33.963: Dealer 2: Auto 75 (Body: 227, Motor: 265, Accessory: 125)
02:11:33.966: Dealer 2: Auto 75 (Body: 227, Motor: 265, Accessory: 125)
02:11:34.040: Dealer 3: Auto 76 (Body: 229, Motor: 267, Accessory: 127)
02:11:34.042: Dealer 3: Auto 76 (Body: 229, Motor: 267, Accessory: 127)
02:11:34.383: Dealer 1: Auto 77 (Body: 233, Motor: 270, Accessory: 126)
02:11:34.386: Dealer 1: Auto 77 (Body: 233, Motor: 270, Accessory: 126)
02:11:34.426: Dealer 2: Auto 78 (Body: 235, Motor: 273, Accessory: 130)
02:11:34.428: Dealer 2: Auto 78 (Body: 235, Motor: 273, Accessory: 130)
02:11:34.502: Dealer 3: Auto 79 (Body: 237, Motor: 276, Accessory: 133)
02:11:34.503: Dealer 3: Auto 79 (Body: 237, Motor: 276, Accessory: 133)
02:11:34.848: Dealer 1: Auto 80 (Body: 239, Motor: 278, Accessory: 136)
02:11:34.850: Dealer 1: Auto 80 (Body: 239, Motor: 278, Accessory: 136)
02:11:34.888: Dealer 2: Auto 81 (Body: 241, Motor: 280, Accessory: 137)
02:11:34.891: Dealer 2: Auto 81 (Body: 241, Motor: 280, Accessory: 137)
02:11:34.965: Dealer 3: Auto 82 (Body: 242, Motor: 282, Accessory: 142)
02:11:34.966: Dealer 3: Auto 82 (Body: 242, Motor: 282, Accessory: 142)
02:11:35.314: Dealer 1: Auto 83 (Body: 245, Motor: 284, Accessory: 145)
02:11:35.315: Dealer 1: Auto 83 (Body: 245, Motor: 284, Accessory: 145)
02:11:35.355: Dealer 2: Auto 84 (Body: 258, Motor: 286, Accessory: 148)
02:11:35.356: Dealer 2: Auto 84 (Body: 258, Motor: 286, Accessory: 148)
02:11:35.428: Dealer 3: Auto 85 (Body: 247, Motor: 288, Accessory: 151)
02:11:35.432: Dealer 3: Auto 85 (Body: 247, Motor: 288, Accessory: 151)
02:11:35.778: Dealer 1: Auto 86 (Body: 250, Motor: 290, Accessory: 153)
02:11:35.781: Dealer 1: Auto 86 (Body: 250, Motor: 290, Accessory: 153)
02:11:35.818: Dealer 2: Auto 87 (Body: 253, Motor: 293, Accessory: 155)
02:11:35.819: Dealer 2: Auto 87 (Body: 253, Motor: 293, Accessory: 155)
02:11:35.891: Dealer 3: Auto 88 (Body: 256, Motor: 296, Accessory: 168)
02:11:35.893: Dealer 3: Auto 88 (Body: 256, Motor: 296, Accessory: 168)
02:11:36.244: Dealer 1: Auto 89 (Body: 260, Motor: 299, Accessory: 171)
02:11:36.245: Dealer 1: Auto 89 (Body: 260, Motor: 299, Accessory: 171)
02:11:36.284: Dealer 2: Auto 90 (Body: 262, Motor: 301, Accessory: 182)
02:11:36.285: Dealer 2: Auto 90 (Body: 262, Motor: 301, Accessory: 182)
02:11:36.351: Dealer 3: Auto 91 (Body: 264, Motor: 303, Accessory: 202)
02:11:36.353: Dealer 3: Auto 91 (Body: 264, Motor: 303, Accessory: 202)
02:11:36.709: Dealer 1: Auto 92 (Body: 266, Motor: 305, Accessory: 205)
02:11:36.710: Dealer 1: Auto 92 (Body: 266, Motor: 305, Accessory: 205)
02:11:36.746: Dealer 2: Auto 93 (Body: 268, Motor: 307, Accessory: 208)
02:11:36.748: Dealer 2: Auto 93 (Body: 268, Motor: 307, Accessory: 208)
02:11:36.824: Dealer 3: Auto 94 (Body: 271, Motor: 309, Accessory: 225)
02:11:36.826: Dealer 3: Auto 94 (Body: 271, Motor: 309, Accessory: 225)
02:11:37.173: Dealer 1: Auto 95 (Body: 274, Motor: 311, Accessory: 228)
02:11:37.176: Dealer 1: Auto 95 (Body: 274, Motor: 311, Accessory: 228)
02:11:37.211: Dealer 2: Auto 96 (Body: 277, Motor: 313, Accessory: 231)
02:11:37.212: Dealer 2: Auto 96 (Body: 277, Motor: 313, Accessory: 231)
02:11:37.288: Dealer 3: Auto 97 (Body: 279, Motor: 317, Accessory: 246)
02:11:37.294: Dealer 3: Auto 97 (Body: 279, Motor: 317, Accessory: 246)
02:11:37.635: Dealer 1: Auto 98 (Body: 281, Motor: 319, Accessory: 249)
02:11:37.637: Dealer 1: Auto 98 (Body: 281, Motor: 319, Accessory: 249)
02:11:37.674: Dealer 2: Auto 99 (Body: 283, Motor: 322, Accessory: 252)
02:11:37.676: Dealer 2: Auto 99 (Body: 283, Motor: 322, Accessory: 252)
02:11:37.757: Dealer 3: Auto 100 (Body: 285, Motor: 324, Accessory: 269)
02:11:37.759: Dealer 3: Auto 100 (Body: 285, Motor: 324, Accessory: 269)
02:11:38.101: Dealer 1: Auto 101 (Body: 287, Motor: 326, Accessory: 272)
02:11:38.105: Dealer 1: Auto 101 (Body: 287, Motor: 326, Accessory: 272)
02:11:38.134: Dealer 2: Auto 102 (Body: 289, Motor: 328, Accessory: 275)
02:11:38.139: Dealer 2: Auto 102 (Body: 289, Motor: 328, Accessory: 275)
